name,date
A/Russia/4V/2021|EPI_ISL_3723511|2021-08-19,2021/8/19
A/Novosibirsk/RII-MH38235S/2021|EPI_ISL_6940690|2021-10-27,2021/10/27
A/Russia/109-83V/2021|EPI_ISL_6829573|2021-11-15,2021/11/15
A/Moscow/12-03V/2021|EPI_ISL_5056430|2021-09-04,2021/9/4
A/Saint-Petersburg/RII-4477S/2021|EPI_ISL_8717180|2021-11-30,2021/11/30
A/Vladivostok/77-07V/2021|EPI_ISL_6180923|2021-10-31,2021/10/31
A/Saint-Petersburg/RII-5336S/2021|EPI_ISL_8833215|2021-12-13,2021/12/13
A/Saint-Petersburg/RII-4480S/2021|EPI_ISL_12107430|2021-11-30,2021/11/30
A/Vladivostok/77-04V/2021|EPI_ISL_6180872|2021-10-31,2021/10/31
A/Saint-Petersburg/RII-47751S/2021|EPI_ISL_6157743|2021-09-15,2021/9/15
A/Saint_Petersburg/13-01V/2021|EPI_ISL_5056432|2021-09-14,2021/9/14
A/Saint-Petersburg/RII-2415S/2021|EPI_ISL_6157813|2021-01-02,2021/1/2
A/Saint-Petersburg/RII-7661S/2021|EPI_ISL_12107772|2021-12-24,2021/12/24
A/Saint-Petersburg/RII-3382S/2021|EPI_ISL_6940703|2021-11-14,2021/11/14
A/Krasnoyarsk/RII-MH45606S/2021|EPI_ISL_9260817|2021-11-23,2021/11/23
A/Kaliningrad/RII-06V/2021|EPI_ISL_9260878|2021-11-25,2021/11/25
A/Kaliningrad/RII-02V/2021|EPI_ISL_9260724|2021-11-20,2021/11/20
A/Kaliningrad/RII-MH41672S/2021|EPI_ISL_8717263|2021-11-24,2021/11/24
A/Kaliningrad/RII-03V/2021|EPI_ISL_9260734|2021-11-24,2021/11/24
A/Moscow/12-02V/2021|EPI_ISL_5056429|2021-09-13,2021/9/13
A/Picardie/28479/20219|EPI_ISL_8591354|2021-09-17,2021/9/17
A/Catalonia/NSVH198241497/2022|EPI_ISL_12471322|2022-04-22,2022/4/22
A/Abergele/9987/2022|EPI_ISL_11403528|2022-03-15,2022/3/15
A/Sketty/0264/2022|EPI_ISL_12252123|2022-03-19,2022/3/19
A/Cardiff/8268/2022|EPI_ISL_10402015|2022-02-15,2022/2/15
A/Pontardawe/8256/2022|EPI_ISL_11149561|2022-03-03,2022/3/3
A/PortTalbot/4285/2022|EPI_ISL_10984736|2022-02-28,2022/2/28
A/Wrexham/3741/2022|EPI_ISL_12646707|2022-04-20,2022/4/20
A/Bretagne/18379/2022|EPI_ISL_11814499|2022-03-07,2022/3/7
A/Catalonia/NSVH198241504/2022|EPI_ISL_12471320|2022-04-22,2022/4/22
A/Romania/495025_B/2022|EPI_ISL_8839179|2022-01-04,2022/1/4
A/St.Petersburg/CRIE/3/2021|EPI_ISL_4237003|2021-09-02,2021/9/2
A/Kostroma/CRIE/1/2021|EPI_ISL_3988302|2021-08-23,2021/8/23
A/Kirov/CRIE/3/2021|EPI_ISL_3770737|2021-08-16,2021/8/16
A/NADYM/RII-46578S/21|EPI_ISL_4382680|2021-08-07,2021/8/7
A/Moscow/CRIE/32/2021|EPI_ISL_6033237|2021-10-20,2021/10/20
A/Elista/CRIE/232/2021|EPI_ISL_7019069|2021-11-26,2021/11/26
A/Voronezh/CRIE/4/2021|EPI_ISL_4473225|2021-09-10,2021/9/10
A/Kursk/CRIE/193/2022|EPI_ISL_12179451|2022-04-11,2022/4/11
A/Orenburg/CRIE/75/2021|EPI_ISL_8647833|2021-11-25,2021/11/25
A/Elista/CRIE/212/2021|EPI_ISL_7019048|2021-11-26,2021/11/26
A/Indiana/01/2022|EPI_ISL_11533860|2022-02-08,2022/2/8
A/Moscow/CRIE/2/2021|EPI_ISL_2178976|2021-05-04,2021/5/4
A/Veliky_Novgorod/CRIE/16/2021|EPI_ISL_5530230|2021-09-29,2021/9/29
A/Russia/6-60V/2021|EPI_ISL_4105991|2021-08-19,2021/8/19
A/Indonesia/NIHRDBPP1533/2020|EPI_ISL_718127|2020-02-17,2020/2/17
A/California/07/2020|EPI_ISL_409386|2020-01-06,2020/1/6
A/Mexico/INCMNSZ/BMQ285/Nov2019/H3N2|EPI_ISL_411898|2019-11-28,2019/11/28
A/Mexico/2709/2019|EPI_ISL_404545|2019-10-06,2019/10/6
A/Mexico/2943/2019|EPI_ISL_404550|2019-10-31,2019/10/31
A/Quebec/RV3597/2020|EPI_ISL_471536|2020-03-03,2020/3/3
A/Hawaii/85/2019|EPI_ISL_404603|2019-12-16,2019/12/16
A/Denmark/302/2020|EPI_ISL_407949|2020-01-13,2020/1/13
A/Denmark/293/2020|EPI_ISL_407942|2020-01-15,2020/1/15
A/Denmark/274/2020|EPI_ISL_407964|2020-01-16,2020/1/16
A/Michigan/01/2020|EPI_ISL_2305887|2020-01-02,2020/1/2
A/Berlin/27/2020|EPI_ISL_413440|2020-01-30,2020/1/30
A/Romania/122/2020|EPI_ISL_413464|2020-01-10,2020/1/10
A/Jamaica/0261/2020|EPI_ISL_455808|2020-01-20,2020/1/20
A/Macedonia/378/2020|EPI_ISL_512108|2020-02-02,2020/2/2
A/Bahrain/872/2019|EPI_ISL_412133|2019-12-22,2019/12/22
A/Berlin/18/2020|EPI_ISL_410980|2020-01-28,2020/1/28
A/Macedonia/385/2020|EPI_ISL_512110|2020-02-02,2020/2/2
A/Netherlands/02474/2019|EPI_ISL_406858|2019-12-26,2019/12/26
A/Pakistan/2527/2019|EPI_ISL_416809|2019-12-14,2019/12/14
A/Quebec/201/2019|EPI_ISL_411544|2019-12-28,2019/12/28
A/Northern_Ireland/30012/2019|EPI_ISL_401690|2019-11-05,2019/11/5
A/England/10772/2019|EPI_ISL_414057|2019-12-24,2019/12/24
A/Czech_Republic/38/2020|EPI_ISL_409973|2020-01-07,2020/1/7
A/England/194940525/2019|EPI_ISL_408306|2019-11-26,2019/11/26
A/Pays_de_Loire/2718/2019|EPI_ISL_407513|2019-12-10,2019/12/10
A/Paris/2560/2019|EPI_ISL_407512|2019-11-25,2019/11/25
A/England/585/2019|EPI_ISL_428503|2019-12-04,2019/12/4
A/Belgium/S0710/2020|EPI_ISL_477471|2020-02-08,2020/2/8
A/England/644/2019|EPI_ISL_408375|2019-12-05,2019/12/5
A/England/308/2019|EPI_ISL_399814|2019-10-09,2019/10/9
A/Gavle/9/2019|EPI_ISL_398731|2019-10-29,2019/10/29
A/England/345/2019|EPI_ISL_399832|2019-10-18,2019/10/18
A/England/335/2019|EPI_ISL_399841|2019-10-28,2019/10/28
A/England/483/2019|EPI_ISL_408067|2019-11-22,2019/11/22
A/England/702/2019|EPI_ISL_428576|2019-12-11,2019/12/11
A/England/362/2019|EPI_ISL_405122|2019-10-31,2019/10/31
A/England/555/2019|EPI_ISL_408298|2019-11-26,2019/11/26
A/England/708/2019|EPI_ISL_428587|2019-12-11,2019/12/11
A/Norway/1900/2020|EPI_ISL_500734|2020-03-12,2020/3/12
A/England/343/2019|EPI_ISL_399829|2019-10-21,2019/10/21
A/England/894/2019|EPI_ISL_480463|2019-12-31,2019/12/31
A/England/421/2019|EPI_ISL_405184|2019-11-15,2019/11/15
A/England/732/2019|EPI_ISL_459761|2019-12-15,2019/12/15
A/England/501/2019|EPI_ISL_405238|2019-10-20,2019/10/20
A/England/605/2019|EPI_ISL_408296|2019-11-26,2019/11/26
A/Denmark/298/2020|EPI_ISL_477519|2020-01-18,2020/1/18
A/England/200380303/2020|EPI_ISL_480520|2020-01-08,2020/1/8
A/England/651/2019|EPI_ISL_459737|2019-12-05,2019/12/5
A/England/384/2019|EPI_ISL_408033|2019-11-18,2019/11/18
A/England/194780278/2019|EPI_ISL_405175|2019-11-18,2019/11/18
A/England/194840321/2019|EPI_ISL_405094|2019-11-20,2019/11/20
A/England/403/2019|EPI_ISL_408050|2019-11-15,2019/11/15
A/England/571/2019|EPI_ISL_408319|2019-12-02,2019/12/2
A/England/194840330/2019|EPI_ISL_405254|2019-11-15,2019/11/15
A/England/812/2019|EPI_ISL_459805|2019-12-16,2019/12/16
A/England/194780194/2019|EPI_ISL_428521|2019-11-22,2019/11/22
A/England/194840318/2019|EPI_ISL_405250|2019-11-19,2019/11/19
A/England/195040635/2019|EPI_ISL_428545|2019-12-09,2019/12/9
A/Belgium/G0048/2020|EPI_ISL_477401|2020-01-07,2020/1/7
A/England/411/2019|EPI_ISL_405169|2019-11-19,2019/11/19
A/England/194800299/2019|EPI_ISL_405089|2019-11-19,2019/11/19
A/England/849/2019|EPI_ISL_459836|2019-12-18,2019/12/18
A/Belgium/G0214/2020|EPI_ISL_477418|2020-02-05,2020/2/5
A/England/540/2019|EPI_ISL_408011|2019-11-22,2019/11/22
A/England/410/2019|EPI_ISL_405168|2019-11-15,2019/11/15
A/England/599/2019|EPI_ISL_418458|2019-11-13,2019/11/13
A/England/412/2019|EPI_ISL_405170|2019-11-19,2019/11/19
A/Belgium/G0528/2019|EPI_ISL_406325|2019-12-19,2019/12/19
A/England/838/2019|EPI_ISL_459835|2019-12-18,2019/12/18
A/Bulgaria/1051/2020|EPI_ISL_609911|2020-02-21,2020/2/21
A/Norway/2176/2020|EPI_ISL_500739|2020-03-18,2020/3/18
A/Iceland/18/2020|EPI_ISL_477534|2020-02-29,2020/2/29
A/Grenoble/185/2020|EPI_ISL_498324|2020-01-10,2020/1/10
A/Avignon/1286/2020|EPI_ISL_498289|2020-02-17,2020/2/17
A/Cyprus/F1267/2020|EPI_ISL_500725|2020-02-27,2020/2/27
A/England/194800289/2019|EPI_ISL_405208|2019-11-20,2019/11/20
A/Alba-Iulia/256557/2020|EPI_ISL_409938|2020-01-20,2020/1/20
A/Macedonia/509/2020|EPI_ISL_498373|2020-02-17,2020/2/17
A/Ireland/87568/2019|EPI_ISL_406192|2019-10-31,2019/10/31
A/England/756/2019|EPI_ISL_428640|2019-12-11,2019/12/11
A/Switzerland/6529/2020|EPI_ISL_486767|2020-02-21,2020/2/21
A/Finland/181/2020|EPI_ISL_467018|2020-02-01,2020/2/1
A/Finland/181/2020|EPI_ISL_485739|2020-02-01,2020/2/1
A/Ireland/94634/2019|EPI_ISL_403302|2019-11-19,2019/11/19
A/Lyon/CHU/R19.154.50/2019|EPI_ISL_498366|2019-12-31,2019/12/31
A/Iceland/26/2020|EPI_ISL_485759|2020-03-13,2020/3/13
A/England/552/2019|EPI_ISL_408295|2019-11-29,2019/11/29
A/England/194740627/2019|EPI_ISL_405147|2019-11-14,2019/11/14
A/England/747/2019|EPI_ISL_428633|2019-12-10,2019/12/10
A/England/195160661/2019|EPI_ISL_428518|2019-12-16,2019/12/16
A/England/729/2019|EPI_ISL_428508|2019-12-08,2019/12/8
A/England/667/2019|EPI_ISL_428551|2019-12-10,2019/12/10
A/England/741/2019|EPI_ISL_428620|2019-12-12,2019/12/12
A/England/200181145/2019|EPI_ISL_486998|2019-12-26,2019/12/26
A/England/195080686/2019|EPI_ISL_428580|2019-12-11,2019/12/11
A/Lithuania/MB42384/2019|EPI_ISL_410001|2019-12-24,2019/12/24
A/Estonia/126500/2020|EPI_ISL_500731|2020-02-19,2020/2/19
A/Cyprus/F804/2020|EPI_ISL_434418|2020-02-02,2020/2/2
A/Ireland/85561/2019|EPI_ISL_426207|2019-10-24,2019/10/24
A/England/200100391/2019|EPI_ISL_470942|2019-12-19,2019/12/19
A/Bourgogne/1249/2020|EPI_ISL_462108|2020-02-17,2020/2/17
A/England/309/2019|EPI_ISL_399818|2019-10-15,2019/10/15
A/England/378/2019|EPI_ISL_408030|2019-11-18,2019/11/18
A/England/195040727/2019|EPI_ISL_408381|2019-12-02,2019/12/2
A/England/51/2020|EPI_ISL_480486|2020-01-06,2020/1/6
A/England/718/2019|EPI_ISL_459754|2019-12-12,2019/12/12
A/Denmark/1090/2020|EPI_ISL_477512|2020-02-13,2020/2/13
A/Macedonia/505/2020|EPI_ISL_498372|2020-02-17,2020/2/17
A/Belgium/G0082/2020|EPI_ISL_477407|2020-01-20,2020/1/20
A/Belgium/G0111/2020|EPI_ISL_477410|2020-01-25,2020/1/25
A/England/780/2019|EPI_ISL_459785|2019-12-16,2019/12/16
A/England/194560463/2019|EPI_ISL_405123|2019-11-04,2019/11/4
A/England/922/2019|EPI_ISL_459846|2019-12-16,2019/12/16
A/England/652/2019|EPI_ISL_459738|2019-12-09,2019/12/9
A/Norway/828/2020|EPI_ISL_500749|2020-02-06,2020/2/6
A/Germany/11985/2020|EPI_ISL_463777|2020-02-13,2020/2/13
A/Hungary/11/2020|EPI_ISL_407150|2020-01-14,2020/1/14
A/England/481/2019|EPI_ISL_405255|2019-11-19,2019/11/19
A/Iceland/29/2020|EPI_ISL_477539|2020-03-16,2020/3/16
A/Czech_Republic/1670/2019|EPI_ISL_416201|2019-11-28,2019/11/28
A/England/893/2019|EPI_ISL_470987|2019-12-30,2019/12/30
A/Northern_Ireland/30584/2019|EPI_ISL_401698|2019-11-12,2019/11/12
A/Netherlands/10268/2019|EPI_ISL_416280|2019-12-10,2019/12/10
A/Brandenburg/9/2020|EPI_ISL_434392|2020-02-23,2020/2/23
A/Belgium/S0571/2020|EPI_ISL_485723|2020-02-03,2020/2/3
A/Cyprus/F755/2020|EPI_ISL_434417|2020-02-02,2020/2/2
A/Netherlands/10103/2020|EPI_ISL_411948|2020-02-11,2020/2/11
A/Netherlands/10209/2020|EPI_ISL_413541|2020-02-24,2020/2/24
A/Netherlands/01687/2019|EPI_ISL_401971|2019-12-12,2019/12/12
A/Netherlands/01723/2019|EPI_ISL_403750|2019-12-22,2019/12/22
A/Netherlands/02421/2019|EPI_ISL_403762|2019-12-25,2019/12/25
A/Netherlands/00315/2020|EPI_ISL_415712|2020-02-04,2020/2/4
A/Netherlands/10137/2020|EPI_ISL_413532|2020-02-19,2020/2/19
A/Netherlands/01718/2019|EPI_ISL_403747|2019-12-22,2019/12/22
A/Netherlands/10121/2020|EPI_ISL_413525|2020-02-17,2020/2/17
A/Kosice/137/2020|EPI_ISL_477546|2020-01-21,2020/1/21
A/England/650/2019|EPI_ISL_459736|2019-12-09,2019/12/9
A/Hessen/45/2020|EPI_ISL_481472|2020-03-09,2020/3/9
A/Hessen/25/2020|EPI_ISL_481443|2020-02-24,2020/2/24
A/Aberystwyth/9599/2019|EPI_ISL_413643|2019-12-11,2019/12/11
A/NoviSad/5932/2020|EPI_ISL_534023|2020-01-29,2020/1/29
A/Rhyl/4515/2019|EPI_ISL_399971|2019-12-01,2019/12/1
A/Port_Talbot/0536/2019|EPI_ISL_400513|2019-12-03,2019/12/3
A/Wrexham/9440/2019|EPI_ISL_400534|2019-12-03,2019/12/3
A/Kaliningrad/1/2019|EPI_ISL_407145|2019-12-24,2019/12/24
A/Pontypridd/9299/2019|EPI_ISL_413639|2019-11-27,2019/11/27
A//Romania/256564/2020|EPI_ISL_468317|2020-01-17,2020/1/17
A/Romania/259282/2020|EPI_ISL_516790|2020-02-29,2020/2/29
A/Swansea/0364/2019|EPI_ISL_399952|2019-12-01,2019/12/1
A/Cardiff/1286/2019|EPI_ISL_400530|2019-12-01,2019/12/1
A/Monmouth/3635/2019|EPI_ISL_398176|2019-10-30,2019/10/30
A/Rhyl/9543/2019|EPI_ISL_399950|2019-11-27,2019/11/27
A/Oswestry/1328/2019|EPI_ISL_400616|2019-12-11,2019/12/11
A/Netherlands/00259/2020|EPI_ISL_412432|2020-02-03,2020/2/3
A/Arizona/11850/2020|EPI_ISL_435173|2020-02-04,2020/2/4
A/Kansas/14/2017|EPI_ISL_403059|2017-12-14,2017/12/14
A/Indiana/08/2018|EPI_ISL_305809|2018-02-06,2018/2/6
A/Texas/71/2017|EPI_ISL_282799|2017-03-18,2017/3/18
A/Peru/27/2015|EPI_ISL_192696|2015-04-13,2015/4/13
A/Philippines/6/2021|EPI_ISL_3950048|2021-07-05,2021/7/5
A/Idaho/33/2016|EPI_ISL_232560|2016-06-07,2016/6/7
A/Nevada/22/2016|EPI_ISL_222079|2016-03-04,2016/3/4
A/Texas/88/2016|EPI_ISL_230376|2016-02-24,2016/2/24
